"uber_name","uber_write","uber_date","page_num","threads","links","tot_pop","pop_per_thread","uber_write_filtered"
"Icantbelieveurcryin","Why dont you just get commercial insurance and write it off  Geico aint that expensive Im paying 1400yr for 100300  Get everything you can write it off reduce your income and get free Obamacare like me","Jul 2, 2015","2","the-addendum-uber-says-contact-your-insurance-compan","https://uberpeople.net/threads/the-addendum-uber-says-contact-your-insurance-company.25638/page-2",1,85,"Why dont you just get commercial insurance and write it off  Geico aint that expensive Im paying 1400yr for 100300  Get everything you can write it off reduce your income and get free Obamacare like me"
"Uber Rooks","I just got off the phone with my State farm agent  He informed me that they will not cover anything related to Uber as we already know  He informed me that they will cover anything as long as I am not transporting a passenger at the time of an incident even though I drive for Uber parttime  Feel free to contact him yourself if you have addition questionsPete Smith State FarmAshburn Village Shopping Center 44050 Ashburn Shopping Plaza 175 Ashburn VA 20147703 7297100 Other insurance options includeGeicoAvailable for all rideshare driversAvailable in Virginia Maryland Texas GeorgiaAllstateAvailable for all rideshare driversAvailable in Colorado Illinois Texas and Virginia","Jul 2, 2015","2","the-addendum-uber-says-contact-your-insurance-compan","https://uberpeople.net/threads/the-addendum-uber-says-contact-your-insurance-company.25638/page-2",2,85,"I just got off the phone with my State farm agent  He informed me that they will not cover anything related to Uber as we already know  He informed me that they will cover anything as long as I am not transporting a passenger at the time of an incident even though I drive for Uber parttime  Feel free to contact him yourself if you have addition questionsPete Smith State FarmAshburn Village Shopping Center 44050 Ashburn Shopping Plaza 175 Ashburn VA 20147703 7297100 Other insurance options includeGeicoAvailable for all rideshare driversAvailable in Virginia Maryland Texas GeorgiaAllstateAvailable for all rideshare driversAvailable in Colorado Illinois Texas and Virginia"
"Bart McCoy","Uber Rooks said He informed me that they will not cover anything related to Uber as we already know  He informed me that they will cover anything as long as I am not transporting a passenger at the time of an incident even though I drive for Uber parttime  Click to expandIt seems like this should have been the case from day 1 Why insurance companies trip so much  if theres an accident with a paxwhen Uber takes care of that and we dont expect our personal insurance to cover any incident with a paying pax in the car anywayBut i guess driving to a known ping location with app on is considered livery even though theres no live people in your vehicle at the time","Jul 2, 2015","2","the-addendum-uber-says-contact-your-insurance-compan","https://uberpeople.net/threads/the-addendum-uber-says-contact-your-insurance-company.25638/page-2",23,85,"   He informed me that they will not cover anything related to Uber as we already know  He informed me that they will cover anything as long as I am not transporting a passenger at the time of an incident even though I drive for Uber parttime   It seems like this should have been the case from day 1 Why insurance companies trip so much  if theres an accident with a paxwhen Uber takes care of that and we dont expect our personal insurance to cover any incident with a paying pax in the car anywayBut i guess driving to a known ping location with app on is considered livery even though theres no live people in your vehicle at the time"
"Bart McCoy","Icantbelieveurcryin saidand get free Obamacare like meClick to expand1","Jul 2, 2015","2","the-addendum-uber-says-contact-your-insurance-compan","https://uberpeople.net/threads/the-addendum-uber-says-contact-your-insurance-company.25638/page-2",23,85,"  and get free Obamacare like me 1"
"BurgerTiime","I cant believe those still driving The risk is enormous Drivers must be desperate or just plain dumb That moment you get tboned by an uninsured drunk driver and the police report says you are an Uber driver youre in a world of  Unless you come from a wealthy family it could take you years to recover Uber doesnt provide medical coverage at all Uber doesnt care about you You will be without a car and be deactivated Uber will not send a representative to your door and even provide you with legal help They will only provide a lawyer to fight your illegal tickets And only if you lose in court So lame","Jul 2, 2015","2","the-addendum-uber-says-contact-your-insurance-compan","https://uberpeople.net/threads/the-addendum-uber-says-contact-your-insurance-company.25638/page-2",2,85,"I cant believe those still driving The risk is enormous Drivers must be desperate or just plain dumb That moment you get tboned by an uninsured drunk driver and the police report says you are an Uber driver youre in a world of  Unless you come from a wealthy family it could take you years to recover Uber doesnt provide medical coverage at all Uber doesnt care about you You will be without a car and be deactivated Uber will not send a representative to your door and even provide you with legal help They will only provide a lawyer to fight your illegal tickets And only if you lose in court So lame"
"cybertec69","Tom Madison saidI am actually thinking about the lienholder notification   The insurance part is also a concern and if drivers really consider this seriously I see the number of people willing to put their financial well being at risk getting smaller and smaller  Of course the demographics of the typical Uber driver might be a net worth of less than 20K and little to no assets and I am just an outlierClick to expandYour are correct they have amassed all the poor and desperate first it was the government reaming them in the ass now its Uber it never ends","Jul 2, 2015","2","the-addendum-uber-says-contact-your-insurance-compan","https://uberpeople.net/threads/the-addendum-uber-says-contact-your-insurance-company.25638/page-2",1,85,"  I am actually thinking about the lienholder notification   The insurance part is also a concern and if drivers really consider this seriously I see the number of people willing to put their financial well being at risk getting smaller and smaller  Of course the demographics of the typical Uber driver might be a net worth of less than 20K and little to no assets and I am just an outlier Your are correct they have amassed all the poor and desperate first it was the government reaming them in the ass now its Uber it never ends"
"Justintsn","Im currently shopping around for insurance but Im having a tough time finding one that accepts that I work for Uber Im playing the straight game as I dont want to lie and have my insurance pulled out from me in case of an accidentCan a DC driver chime in with an insurance company that has worked for them","Jul 21, 2015","1","for-those-who-live-in-dc-what-insurance-do-you-hav","https://uberpeople.net/threads/for-those-who-live-in-dc-what-insurance-do-you-have.28738/page-1",1,61,"Im currently shopping around for insurance but Im having a tough time finding one that accepts that I work for Uber Im playing the straight game as I dont want to lie and have my insurance pulled out from me in case of an accidentCan a DC driver chime in with an insurance company that has worked for them"
"Bart McCoy","Um no personal insurance company wants to cover you for UberTheres a couple companies that offer hybrid for MD and VA but not for DC I havent heard of any company in DC that okays this save for paying 5000year commerical insuranceBut if theres a DC driver out there that has valid insurance for Uber Id like to hear about itAnd yes op you are doing the right thing Just that in most cases people ask after driving for Uber and their company drops them or wont renew them when the term is up","Jul 21, 2015","1","for-those-who-live-in-dc-what-insurance-do-you-hav","https://uberpeople.net/threads/for-those-who-live-in-dc-what-insurance-do-you-have.28738/page-1",23,61,"Um no personal insurance company wants to cover you for UberTheres a couple companies that offer hybrid for MD and VA but not for DC I havent heard of any company in DC that okays this save for paying 5000year commerical insuranceBut if theres a DC driver out there that has valid insurance for Uber Id like to hear about itAnd yes op you are doing the right thing Just that in most cases people ask after driving for Uber and their company drops them or wont renew them when the term is up"
"Another Uber Driver","You can not even get commercial insurance in DC for this at least not any that my broker has been able to find   I am wondering if it has anything to do with the archaic taxilimousine insurance regulations   Taxis and limousines have had to have liability insurance in the District of Columbia since 1938 recall that private motor vehicles were not required to have it until 1983   Some of you might recall the insurance stickers that both taxis and limousines had in the windshield until the late 1990s   Many of the rules from 1938 have never changed  One such rule is the two week policy period  The last major national that wrote for DC limousines and taxis pulled out in the mid1980s   There are a few of us here who would like to purchase proper insurance for this but can not find any to buyat any priceWhat has happened here is that while Maryland and Virginia residents can come into DC and do rideshare DC residents are effectively excluded from doing rideshare anywhere","Jul 21, 2015","1","for-those-who-live-in-dc-what-insurance-do-you-hav","https://uberpeople.net/threads/for-those-who-live-in-dc-what-insurance-do-you-have.28738/page-1",37,61,"You can not even get commercial insurance in DC for this at least not any that my broker has been able to find   I am wondering if it has anything to do with the archaic taxilimousine insurance regulations   Taxis and limousines have had to have liability insurance in the District of Columbia since 1938 recall that private motor vehicles were not required to have it until 1983   Some of you might recall the insurance stickers that both taxis and limousines had in the windshield until the late 1990s   Many of the rules from 1938 have never changed  One such rule is the two week policy period  The last major national that wrote for DC limousines and taxis pulled out in the mid1980s   There are a few of us here who would like to purchase proper insurance for this but can not find any to buyat any priceWhat has happened here is that while Maryland and Virginia residents can come into DC and do rideshare DC residents are effectively excluded from doing rideshare anywhere"
"Tom Madison","Another Uber Driver saidWhat has happened here is that while Maryland and Virginia residents can come into DC and do rideshare DC residents are effectively excluded from doing rideshare anywhereClick to expandYou could always register your car in another state  I know at least a dozen people living in DC with vehicles registered in Maryland or Virginia and a handful more with vehicles registered in random states  You just need to be a little creative","Jul 21, 2015","1","for-those-who-live-in-dc-what-insurance-do-you-hav","https://uberpeople.net/threads/for-those-who-live-in-dc-what-insurance-do-you-have.28738/page-1",5,61,"  What has happened here is that while Maryland and Virginia residents can come into DC and do rideshare DC residents are effectively excluded from doing rideshare anywhere You could always register your car in another state  I know at least a dozen people living in DC with vehicles registered in Maryland or Virginia and a handful more with vehicles registered in random states  You just need to be a little creative"
"Another Uber Driver","I was aware of that possibility I simply did not consider it worth the bother","Jul 21, 2015","1","for-those-who-live-in-dc-what-insurance-do-you-hav","https://uberpeople.net/threads/for-those-who-live-in-dc-what-insurance-do-you-have.28738/page-1",37,61,"I was aware of that possibility I simply did not consider it worth the bother"
"Tom Madison","Another Uber Driver saidI was aware of that possibility I simply did not consider it worth the botherClick to expandThere is that along with the you know potential legal implication  The only easy way is if you are military and have established domicile in another state  I have a friend living in DC with residency in Ohioshe makes sure that she does not spend more than 180 days per year in DC to keep everything squared away but it can be a hassle","Jul 21, 2015","1","for-those-who-live-in-dc-what-insurance-do-you-hav","https://uberpeople.net/threads/for-those-who-live-in-dc-what-insurance-do-you-have.28738/page-1",5,61,"  I was aware of that possibility I simply did not consider it worth the bother There is that along with the you know potential legal implication  The only easy way is if you are military and have established domicile in another state  I have a friend living in DC with residency in Ohioshe makes sure that she does not spend more than 180 days per year in DC to keep everything squared away but it can be a hassle"
"Another Uber Driver","In fact a few years back there was a row between the District of Columbia Registry and the DC cab driver owneroperators who lived in the suburbs ie most of them   Shortly before  the whole mess blew up the Registry Administrators of the District Maryland and Virginia had conducted a meeting where each agreed not to regsiter motor vehicles that belonged to the residents of the other two statesjurisdictionsDuring an audit someone in the District discovered all of these taxicabs registered to residents of Virginia and Maryland   It is still and always had been a requirement that DC cabs carried DC Hplates  DC began to refuse to renew the registrations of owneroperators who lived in the suburbs and was threatening to cancel the remaining   The Registry and the Taxicab Commission had a meeting and a stopgap solution was for the suburban resident to register the cab in his home state the DCTC would issue a temporary DCTC card to allow him to work in the City   The Hack Inspectors and the Chief of the Office of Taxicabs complained that this would be an enforcement nightmare as it would encourage even more illegals to come into the City  More than a few of the suburban residents did actually take the stopgap measure  Finally after a few telephone calls eMails and meetings it was agreed that DC could register the cabs belonging to the suburban resident owneroperators and charge them an extra fee   Some of those who had Virginia and Maryland plates did get back their DC Hplates but not all  It got to the point where there were about twelve left who had suburban plates on their DC cabs  Finally the DCTC told those twelve that they had to stop using their suburban registered vehicles  Sadly for them the DCTC had stopped issuing Hplates and would not issue new Hplates to those twelveThere was a time when it was easy to register your car in a jurisdiction in which you did not live  Various states started to put an end to that in the mid1980s  By 1992 with the Federal rules taking effect for one drivers licence almost every state had shut off the practice  Virginia would be the easiest although an insurer there might require me to produce a Virginia drivers licence   Further if I were to register the vehicle in Virginia or Maryland for that matter that could be interpreted as my claiming to be a resident of Virginia or Maryland  Virginia or Maryland  could press a claim for State Income Tax   The possibility of that is far from remoteIn the District of Columbia about twenty per cent of the hack licence holders claim to live there   Several private conversations with various DCTC personnelofficials over the years have revealed that they suspect that half of those people falsely claim DC residence   The DCTC guesstimates matched the numbers of my own companys drivers  Twenty per cent of them showed us DC drivers licences but I knew all of the drivers and knew for a fact that half of those guys lived in the suburbs  More than a few of those were filing and paying taxes in the suburban jurisdictions where they lived  Most of those were drivers who owned homes there   At any rate DC has started chasing down those who listed DC residency but who have not filed income tax returns there  They snared some actual DC residents but also have snared more than a few nonresidents who claimed to be DC residents   Some have told the tax Authorities that they did lie which got them into more trouble  giving false information on the hack licence application obtaining a DC drivers licence under flase pretenses  as well as not paying the Franchise Tax  DC has been going after residents and nonresidents alike who have not paid the Franchise TaxI could set up a Corporation in Virginia or Maryland and register the vehicle to it but again the cost hassle and tax implications would make it unfeasible   If I were to do something like that I would register a limousine to my new Virginia corporation and do Uber Black  That at least would be more profitable  Virginia does not require a special licence to drive a limousine  It would not be worth the trouble to do this for UberX given the princely sums that UberX pays","Jul 21, 2015","1","for-those-who-live-in-dc-what-insurance-do-you-hav","https://uberpeople.net/threads/for-those-who-live-in-dc-what-insurance-do-you-have.28738/page-1",37,61,"In fact a few years back there was a row between the District of Columbia Registry and the DC cab driver owneroperators who lived in the suburbs ie most of them   Shortly before  the whole mess blew up the Registry Administrators of the District Maryland and Virginia had conducted a meeting where each agreed not to regsiter motor vehicles that belonged to the residents of the other two statesjurisdictionsDuring an audit someone in the District discovered all of these taxicabs registered to residents of Virginia and Maryland   It is still and always had been a requirement that DC cabs carried DC Hplates  DC began to refuse to renew the registrations of owneroperators who lived in the suburbs and was threatening to cancel the remaining   The Registry and the Taxicab Commission had a meeting and a stopgap solution was for the suburban resident to register the cab in his home state the DCTC would issue a temporary DCTC card to allow him to work in the City   The Hack Inspectors and the Chief of the Office of Taxicabs complained that this would be an enforcement nightmare as it would encourage even more illegals to come into the City  More than a few of the suburban residents did actually take the stopgap measure  Finally after a few telephone calls eMails and meetings it was agreed that DC could register the cabs belonging to the suburban resident owneroperators and charge them an extra fee   Some of those who had Virginia and Maryland plates did get back their DC Hplates but not all  It got to the point where there were about twelve left who had suburban plates on their DC cabs  Finally the DCTC told those twelve that they had to stop using their suburban registered vehicles  Sadly for them the DCTC had stopped issuing Hplates and would not issue new Hplates to those twelveThere was a time when it was easy to register your car in a jurisdiction in which you did not live  Various states started to put an end to that in the mid1980s  By 1992 with the Federal rules taking effect for one drivers licence almost every state had shut off the practice  Virginia would be the easiest although an insurer there might require me to produce a Virginia drivers licence   Further if I were to register the vehicle in Virginia or Maryland for that matter that could be interpreted as my claiming to be a resident of Virginia or Maryland  Virginia or Maryland  could press a claim for State Income Tax   The possibility of that is far from remoteIn the District of Columbia about twenty per cent of the hack licence holders claim to live there   Several private conversations with various DCTC personnelofficials over the years have revealed that they suspect that half of those people falsely claim DC residence   The DCTC guesstimates matched the numbers of my own companys drivers  Twenty per cent of them showed us DC drivers licences but I knew all of the drivers and knew for a fact that half of those guys lived in the suburbs  More than a few of those were filing and paying taxes in the suburban jurisdictions where they lived  Most of those were drivers who owned homes there   At any rate DC has started chasing down those who listed DC residency but who have not filed income tax returns there  They snared some actual DC residents but also have snared more than a few nonresidents who claimed to be DC residents   Some have told the tax Authorities that they did lie which got them into more trouble  giving false information on the hack licence application obtaining a DC drivers licence under flase pretenses  as well as not paying the Franchise Tax  DC has been going after residents and nonresidents alike who have not paid the Franchise TaxI could set up a Corporation in Virginia or Maryland and register the vehicle to it but again the cost hassle and tax implications would make it unfeasible   If I were to do something like that I would register a limousine to my new Virginia corporation and do Uber Black  That at least would be more profitable  Virginia does not require a special licence to drive a limousine  It would not be worth the trouble to do this for UberX given the princely sums that UberX pays"
"Tom Madison","This may be somewhere in your message but is there a reason why I see DC taxis in Virginia with two license platesDC and Virginia  There are at least three guys in my neighborhood central Fairfaxnear GMU with these cars and they are frankly a bit of an eyesore  I dont think that any of my neighbors are crazy about commercial vehicles parked on the streetdont care whether it is a plumbing truck or taxi","Jul 21, 2015","1","for-those-who-live-in-dc-what-insurance-do-you-hav","https://uberpeople.net/threads/for-those-who-live-in-dc-what-insurance-do-you-have.28738/page-1",5,61,"This may be somewhere in your message but is there a reason why I see DC taxis in Virginia with two license platesDC and Virginia  There are at least three guys in my neighborhood central Fairfaxnear GMU with these cars and they are frankly a bit of an eyesore  I dont think that any of my neighbors are crazy about commercial vehicles parked on the streetdont care whether it is a plumbing truck or taxi"
"Another Uber Driver","According to the law in both Maryland and Virginia these cab drivers are supposed to carry local registrations as well  For a brief period Virginia did not permit dual registration for certain classes of vehicles including taxicabs   Maryland does not enforce that rule except in individual cases where you get a police with a fly up his noseAs to Virginia I am more than well aware of what happened as several of the drivers there asked me to help the deal with it   First you will be aware of the County Decal business  The suburban an d exurban counties have no problem issuing a decal to vehicles carrying out of state plates  Recently Arlington and Farifax passed ordinances requiring that vehicles parked on public streets for more than a  certain period of time carry Virginia registration or in the case of nonresidents military government corporate assignment students a reciprocity sticker  As these cab drivers are residents they could not get a reciprocity sticker  They hired a lawyer and tried to go both to Richmond and the local government to get an exemption  One kept sending them back to the other neither would help them   Finally Richmond told them simply to buy the Virginia plates and pay the Uninsured Motorist Fee   As you are no doubt aware you can get Virginia plates without insurance you must pay a fee however to get them   These drivers were trying to avoid that or having to carry two policies  As taxicablimousine insurance  is a nich market in Washington none of the insurers there are admitted in Virginia  Richmond was willing to accept the DC insurance just the same but in DC the minimums are lower  Richmond did tell the drivers that if they could get their limits up to Virginia standards they would accept the nonadmitted policy  DC cab drivers can not purchase higher limits or other protections some of us want to do that but can not  Thus the drivers were frustrated again   As Arlington and Fairfax are enforcing these laws viciously the drivers had to pay up  Those who have garages have manged to duck this but even those who park in a driveway have not managed to do soAs for the commercial vehicles in the residential neighbourhoods you might recall that you have driven by townhouse developments or in some cases condominiumapartment complexes and seen a long line of DC taxicabs parked on the main road  This is because the covenants on the deeds in the townhouse developmentscondominiums or the Homeowners Association Rules have banned the parking of commercial vehicles  For the apartments the landlord will not park commercial vehicles on his lots  For many years some cab drivers used magnetic top lights against the DC rules and had magnetic panels painted in the same color as the cab  When they went home they could remove the top light and place the panels over the lettering  This allowed them to duck the Commercial Vehicle definition in the covenantsRules as those rules usually defined a commercial vehicle as something with lettering  The Hplate alone did not bring the vehicle into the definition of commercial vehicleNow that the Taxicab Commission has mandated these Let Us Get More Cab Drivers Robbed and Killed lights and required a seal on them they want to make sure that more of us get robbed or killed the driver can not remove the light   He can still buy panels to cover the lettering on the new paint job but I have yet to see a covering for the new light  I would wonder if a canvass or box over the light would violate the covenantsRules or not","Jul 21, 2015","1","for-those-who-live-in-dc-what-insurance-do-you-hav","https://uberpeople.net/threads/for-those-who-live-in-dc-what-insurance-do-you-have.28738/page-1",37,61,"According to the law in both Maryland and Virginia these cab drivers are supposed to carry local registrations as well  For a brief period Virginia did not permit dual registration for certain classes of vehicles including taxicabs   Maryland does not enforce that rule except in individual cases where you get a police with a fly up his noseAs to Virginia I am more than well aware of what happened as several of the drivers there asked me to help the deal with it   First you will be aware of the County Decal business  The suburban an d exurban counties have no problem issuing a decal to vehicles carrying out of state plates  Recently Arlington and Farifax passed ordinances requiring that vehicles parked on public streets for more than a  certain period of time carry Virginia registration or in the case of nonresidents military government corporate assignment students a reciprocity sticker  As these cab drivers are residents they could not get a reciprocity sticker  They hired a lawyer and tried to go both to Richmond and the local government to get an exemption  One kept sending them back to the other neither would help them   Finally Richmond told them simply to buy the Virginia plates and pay the Uninsured Motorist Fee   As you are no doubt aware you can get Virginia plates without insurance you must pay a fee however to get them   These drivers were trying to avoid that or having to carry two policies  As taxicablimousine insurance  is a nich market in Washington none of the insurers there are admitted in Virginia  Richmond was willing to accept the DC insurance just the same but in DC the minimums are lower  Richmond did tell the drivers that if they could get their limits up to Virginia standards they would accept the nonadmitted policy  DC cab drivers can not purchase higher limits or other protections some of us want to do that but can not  Thus the drivers were frustrated again   As Arlington and Fairfax are enforcing these laws viciously the drivers had to pay up  Those who have garages have manged to duck this but even those who park in a driveway have not managed to do soAs for the commercial vehicles in the residential neighbourhoods you might recall that you have driven by townhouse developments or in some cases condominiumapartment complexes and seen a long line of DC taxicabs parked on the main road  This is because the covenants on the deeds in the townhouse developmentscondominiums or the Homeowners Association Rules have banned the parking of commercial vehicles  For the apartments the landlord will not park commercial vehicles on his lots  For many years some cab drivers used magnetic top lights against the DC rules and had magnetic panels painted in the same color as the cab  When they went home they could remove the top light and place the panels over the lettering  This allowed them to duck the Commercial Vehicle definition in the covenantsRules as those rules usually defined a commercial vehicle as something with lettering  The Hplate alone did not bring the vehicle into the definition of commercial vehicleNow that the Taxicab Commission has mandated these Let Us Get More Cab Drivers Robbed and Killed lights and required a seal on them they want to make sure that more of us get robbed or killed the driver can not remove the light   He can still buy panels to cover the lettering on the new paint job but I have yet to see a covering for the new light  I would wonder if a canvass or box over the light would violate the covenantsRules or not"
"Jim Futrell","Good AfternoonSorry for bumping up an old post But I would like to introduce our company I am the underwriting manager for Columbia Federal Insurance Company based in NE Washington DC We are one of the four companies that offers liability insurance for the districts taxicabs  We would like to extend our insurance to Washington DC Uber Drivers under our current limo policy This would only work if you have Washington DC license platesOur monthly premium is a flat 170  The coverage amount are as basic as they come Bodily Injury 25000 per person  50000 per accidentProperty Damage 10000While I do not think this meets Uber insurance requirements if in fact there are any I can state for a fact that I insure several L limo Tag drivers that do work for Uber I believe they told me Uber offered some sort of supplemental policy  this you need to check on Feel free to call me at 202 8324600 My name in Jim Futrell Hope we can be of service","Jul 21, 2015","1","for-those-who-live-in-dc-what-insurance-do-you-hav","https://uberpeople.net/threads/for-those-who-live-in-dc-what-insurance-do-you-have.28738/page-1",1,61,"Good AfternoonSorry for bumping up an old post But I would like to introduce our company I am the underwriting manager for Columbia Federal Insurance Company based in NE Washington DC We are one of the four companies that offers liability insurance for the districts taxicabs  We would like to extend our insurance to Washington DC Uber Drivers under our current limo policy This would only work if you have Washington DC license platesOur monthly premium is a flat 170  The coverage amount are as basic as they come Bodily Injury 25000 per person  50000 per accidentProperty Damage 10000While I do not think this meets Uber insurance requirements if in fact there are any I can state for a fact that I insure several L limo Tag drivers that do work for Uber I believe they told me Uber offered some sort of supplemental policy  this you need to check on Feel free to call me at 202 8324600 My name in  Hope we can be of service"
"Another Uber Driver","Jim Futrell saidGood Afternoon  My name in Jim Futrell Hope we can be of serviceClick to expandJim I am GLAD that you bumped it upThat is Andys Company correctA couple of questionsDo I need Lplates or will the private car plates that the  TNCRideshare vehiclesUberXmobiles owned by District residents carry allow your firm to insure usIs CISB or whatever that agencys name is this week aware that you are offering this coverage and is it allright with your firms doing thisCan an insured purchase higher limits or are those all that CISB allows Columbia Federal to offer  I am aware that the Commercial Passenger Transportation Insurance business in Washington is a bit curious compared to other insurance  There are still some things in the Districts laws on that which date to 1938 and never were updated  While that is under discussionIs the policy period two weeks one month six months or one year  or whatDoes Columbia Federal offer collision fire and theft or does it broker that through Bankers IndependentDo you know if Equitable First Washington Amalgamated or Crown intend to offer similar   I am not sure if Crown is offering limousine coverage here anyhow and I do not want to deal with Solomon if I can avoid it  I know that Amalgamated does cover some limousines and that Jerry covers some but I am not sure through which company  Unless Jerry amended Equitables charter it would have to be through First WashingtonAll that Uber requires is that your liability insurance comply with the applicable state laws  The policy limits that you state do comply with current District Law  That IS correct folks that archaic ten thousand dollar property damage limit is the law in the District of Columbia  As an Official of Equitable back before we sold it to Jerry I testified before what was then the DCIA about raising the liability limits  At the time we thought that the bodily injury limits should stay at the current levels but most of use agreed that the property damage limits had to go up even in the late 1990sI am glad that you are raising this  One of the problems that we District residents have had has been obtaining proper coverage for our TNCrideshare operations  I am aware that the curious laws for Commercial passenger vehicle insurance have kept out the nationals for years Liberty Mutual actually was doing cabs here until the early 1980s and I suspect that these curious laws have made it impossible for us to purchase proper insuranceUbers James River policy has its quirks  If I can get by there and catch you there I can show the thing to you Send a PM to my Uberpeople inbox","Jul 21, 2015","1","for-those-who-live-in-dc-what-insurance-do-you-hav","https://uberpeople.net/threads/for-those-who-live-in-dc-what-insurance-do-you-have.28738/page-1",37,61,"  Good Afternoon  My name in  Hope we can be of service Jim I am GLAD that you bumped it upThat is Andys Company correctA couple of questionsDo I need Lplates or will the private car plates that the  TNCRideshare vehiclesUberXmobiles owned by District residents carry allow your firm to insure usIs CISB or whatever that agencys name is this week aware that you are offering this coverage and is it allright with your firms doing thisCan an insured purchase higher limits or are those all that CISB allows Columbia Federal to offer  I am aware that the Commercial Passenger Transportation Insurance business in Washington is a bit curious compared to other insurance  There are still some things in the Districts laws on that which date to 1938 and never were updated  While that is under discussionIs the policy period two weeks one month six months or one year  or whatDoes Columbia Federal offer collision fire and theft or does it broker that through Bankers IndependentDo you know if Equitable First Washington Amalgamated or Crown intend to offer similar   I am not sure if Crown is offering limousine coverage here anyhow and I do not want to deal with Solomon if I can avoid it  I know that Amalgamated does cover some limousines and that Jerry covers some but I am not sure through which company  Unless Jerry amended Equitables charter it would have to be through First WashingtonAll that Uber requires is that your liability insurance comply with the applicable state laws  The policy limits that you state do comply with current District Law  That IS correct folks that archaic ten thousand dollar property damage limit is the law in the District of Columbia  As an Official of Equitable back before we sold it to Jerry I testified before what was then the DCIA about raising the liability limits  At the time we thought that the bodily injury limits should stay at the current levels but most of use agreed that the property damage limits had to go up even in the late 1990sI am glad that you are raising this  One of the problems that we District residents have had has been obtaining proper coverage for our TNCrideshare operations  I am aware that the curious laws for Commercial passenger vehicle insurance have kept out the nationals for years Liberty Mutual actually was doing cabs here until the early 1980s and I suspect that these curious laws have made it impossible for us to purchase proper insuranceUbers James River policy has its quirks  If I can get by there and catch you there I can show the thing to you Send a PM to my Uberpeople inbox"
"Another Uber Driver","Jim Futrell saidI am the underwriting manager for Columbia Federal Insurance Company based in NE Washington DC Feel free to call me at 202 8324600 My name in Jim Futrell Hope we can be of serviceClick to expandand one more questionTechnically the DC Taxicab and limousine insurance policies have provided no protection for the passenger in the taxicab or the limousine   Over the years the insurance companies have paid when the passenger in the taxicab or limousine has suffered bodily injury  Their reasoning for this always has been to protect both the cab or limousine company the driver of the vehicle in question and its ownerWould any policy that you might offer to TNCrideshare drivers include protection for the passenger in the TNCrideshare vehicleor would Columbia Federal simply pay to protect the driver","Jul 21, 2015","1","for-those-who-live-in-dc-what-insurance-do-you-hav","https://uberpeople.net/threads/for-those-who-live-in-dc-what-insurance-do-you-have.28738/page-1",37,61,"  I am the underwriting manager for Columbia Federal Insurance Company based in NE Washington DC Feel free to call me at 202 8324600 My name in  Hope we can be of service and one more questionTechnically the DC Taxicab and limousine insurance policies have provided no protection for the passenger in the taxicab or the limousine   Over the years the insurance companies have paid when the passenger in the taxicab or limousine has suffered bodily injury  Their reasoning for this always has been to protect both the cab or limousine company the driver of the vehicle in question and its ownerWould any policy that you might offer to TNCrideshare drivers include protection for the passenger in the TNCrideshare vehicleor would Columbia Federal simply pay to protect the driver"
"Another Uber Driver","Jim Futrell saidI can state for a fact that I insure several L limo Tag drivers that do work for Uber I believe they told me Uber offered some sort of supplemental policy  this you need to check onClick to expandand yet another questionDoes the policy cover your vehicle when you are not working it or only when you are working it  If I purchase insurance from Columbia Federal can I drop the policy that I have from a major national and have the District still consider that the vehicle is properly insured   While in the case of taxicabs and limousines it is the case that the owner need purchase only a policy from Columbia Federal First Washington Equitable Amalgamated or Crown as that policy will respond without regard to whether the vehicle is actually ON or OFF DUTY I do wonder if this will obtain also for TNCrideshare vehicles","Jul 21, 2015","1","for-those-who-live-in-dc-what-insurance-do-you-hav","https://uberpeople.net/threads/for-those-who-live-in-dc-what-insurance-do-you-have.28738/page-1",37,61,"  I can state for a fact that I insure several L limo Tag drivers that do work for Uber I believe they told me Uber offered some sort of supplemental policy  this you need to check on and yet another questionDoes the policy cover your vehicle when you are not working it or only when you are working it  If I purchase insurance from Columbia Federal can I drop the policy that I have from a major national and have the District still consider that the vehicle is properly insured   While in the case of taxicabs and limousines it is the case that the owner need purchase only a policy from Columbia Federal First Washington Equitable Amalgamated or Crown as that policy will respond without regard to whether the vehicle is actually ON or OFF DUTY I do wonder if this will obtain also for TNCrideshare vehicles"
"sito","Someone told me to watch out for tow truck they like those tnc plates","Jul 7, 2015","1","who-is-ready-to-pay-tnc-fee-commercial-insurance-and-commercial-property-taxe","https://uberpeople.net/threads/who-is-ready-to-pay-tnc-fee-commercial-insurance-and-commercial-property-taxes.26706/page-1",1,4,"Someone told me to watch out for tow truck they like those tnc plates"
